"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C1_11520C",822.490903166372,-1.60610658734904,0.229048442432902,-7.01208255463049,2.34796583328723e-12,2.74982921629216e-11
"C1_11530C",43.5387831605645,-2.20994558634728,0.400287343404173,-5.52089798181772,3.37271564872906e-08,2.48582521072919e-07
"C1_11630C",29.1379639118138,2.16055555210878,0.518755612063843,4.16488130800767,3.11514584031013e-05,0.000146496047625395
"C1_11660W",3375.42628798658,-1.21515189609668,0.119326720624086,-10.183401418738,2.35193556837723e-24,7.82693312099308e-23
"C1_11700C",1296.70173146734,-1.96803007576329,0.195694446667985,-10.0566475404499,8.58728607458977e-24,2.78173256352403e-22
"C1_11950W",197.924778368401,1.87485670170111,0.240779220218829,7.78662170264182,6.88246245067849e-15,1.06778461204291e-13
"C1_12060C",82.8764874830484,-1.7208949354613,0.32461770982452,-5.30129713622701,1.14982768243853e-07,7.91237354356003e-07
"C1_12120W",212.956638699216,-1.22771059577781,0.194872338665302,-6.30007626627005,2.97499226428629e-10,2.78305727949363e-09
"C1_12190W",276.594813936897,-1.0861980377033,0.231119915249754,-4.69971632054956,2.60523129511536e-06,1.4731530721683e-05
"C1_12220W",158.589434598376,-1.44302027232293,0.341608983648534,-4.2241871302998,2.39804736676189e-05,0.000114094597371718
"C1_12260W",133.951591608263,1.30510280467589,0.253242076567837,5.15357804028386,2.55562647105121e-07,1.6663560180623e-06
"C1_12280C",372.38855129389,1.64988998006834,0.234347822427826,7.04034696365258,1.91761720923632e-12,2.26762889402897e-11
"C1_12320C",1685.50351423725,1.31981848210209,0.14169477015069,9.31451796490787,1.22507543902564e-20,3.11480660284353e-19
"C1_12340C",1321.62334425335,1.26942174444908,0.138835818048197,9.14333031846576,6.05580754581323e-20,1.46557110140419e-18
"C1_12610W",897.111463540366,1.17278667829236,0.159173576450837,7.36797340640642,1.73241333981381e-13,2.29856149007976e-12
"C1_12770W",2894.78506771228,1.06499399106444,0.136201299973417,7.81926450975356,5.31328589519593e-15,8.33966780972763e-14
"C1_12850W",6242.24400812968,1.89625722528922,0.163435026455103,11.6025142615933,4.00146624168415e-31,2.06516350947936e-29
"C1_12910W",445.465208580627,-2.5901240708784,0.970287583480786,-2.66943957129354,0.00759779433940424,0.0203655666932094
